物料	物料号	产品名称	型号规格	型号规格（中）	物料特征	六位代码	供应商代码	供应商名称	基本单位	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	物流毛重	物流毛重单位	物流体积	物流体积单位	物流长度	物流宽度	物流高度	物流尺寸单位	SN标志	基本单位 /主包装箱	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	基本单位 /次包装箱	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	经销商价格	SRP	始销日期	停止日期	下载日期	产品组	业务部门	物料组1
54-0058-78	P54005878	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10639.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-79	P54005879	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10627.65		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-80	P54005880	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10627.65		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-81	P54005881	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6554.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-82	P54005882	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7551.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-83	P54005883	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12349.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-84	P54005884	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7551.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-85	P54005885	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10259.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-86	P54005886	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7456.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-87	P54005887	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7456.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-88	P54005888	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7456.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-89	P54005889	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7456.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-90	P54005890	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	15809.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-91	P54005891	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	17671.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-92	P54005892	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	26507.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-93	P54005893	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7789.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-94	P54005894	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11019.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-95	P54005895	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	14099.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-81	P54005981	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	25748.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-82	P54005982	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8549.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-83	P54005983	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	18517.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-84	P54005984	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	15509.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-85	P54005985	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13002.65		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-86	P54005986	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10069.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-87	P54005987	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8359.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-88	P54005988	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12971.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-89	P54005989	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6601.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-90	P54005990	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6554.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-91	P54005991	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6934.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-92	P54005992	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9119.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-93	P54005993	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	23156.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-94	P54005994	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8834.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-95	P54005995	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11091.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-96	P54005996	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	14972.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-97	P54005997	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12396.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-98	P54005998	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6934.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0059-99	P54005999	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10544.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0060-00	P54006000	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7836.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0060-85	P54006085	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7361.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0060-86	P54006086	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	29933.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0060-87	P54006087	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7124.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0060-88	P54006088	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	15603.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0060-89	P54006089	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8074.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0060-90	P54006090	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10259.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0060-91	P54006091	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6791.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0062-75	P54006275	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	37931.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0062-76	P54006276	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7124.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0062-77	P54006277	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6601.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0062-78	P54006278	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6649.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0062-79	P54006279	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13287.65		0	0	20110829	VAIO	CSM	VAIO CTO
54-0062-80	P54006280	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10544.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-03	P54006303	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012432	0.345	0.126	0.286	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10057.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-04	P54006304	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11161.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-05	P54006305	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	24260.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-06	P54006306	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	25748.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-07	P54006307	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	14228.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-08	P54006308	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012432	0.345	0.126	0.286	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	18423.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-09	P54006309	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6649.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-10	P54006310	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012432	0.345	0.126	0.286	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11091.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-11	P54006311	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	19064.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-12	P54006312	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	16367.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-13	P54006313	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6316.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-14	P54006314	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6649.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-15	P54006315	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10627.65		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-16	P54006316	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	15332.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-17	P54006317	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012432	0.345	0.126	0.286	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13911.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-18	P54006318	VPCX1100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.53	1.83	0.008278	0.399	0.078	0.266	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9974.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-19	P54006319	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	15902.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-20	P54006320	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9784.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-21	P54006321	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6649.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0063-22	P54006322	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6649.05		0	0	20110829	VAIO	CSM	VAIO CTO
