物料	物料号	产品名称	型号规格	型号规格（中）	物料特征	六位代码	供应商代码	供应商名称	基本单位	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	物流毛重	物流毛重单位	物流体积	物流体积单位	物流长度	物流宽度	物流高度	物流尺寸单位	SN标志	基本单位 /主包装箱	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	基本单位 /次包装箱	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	经销商价格	SRP	始销日期	停止日期	下载日期	产品组	业务部门	物料组1
54-0587-30	P54058730	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12832.14		0	0	20110829	VAIO	CSM	VAIO CTO
54-0587-31	P54058731	VPCEA300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.1	3.4	0.015479	0.486	0.098	0.325	3.8	KG	15479.1	CCM	48.6	9.8	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11113.1		0	0	20110829	VAIO	CSM	VAIO CTO
54-0587-32	P54058732	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.08	KG	15921.962	CCM	50.3	9.8	32.3	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8739.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0587-33	P54058733	VPCS1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.7	3	0.015128	0.488	0.1	0.31	3.5	KG	15128	CCM	48.8	10	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8822.65		0	0	20110829	VAIO	CSM	VAIO CTO
54-0587-34	P54058734	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12089.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0587-35	P54058735	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	17564.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0587-36	P54058736	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	17936.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0587-37	P54058737	VPCS1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.7	3	0.015128	0.488	0.1	0.31	3.5	KG	15128	CCM	48.8	10	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	17182.65		0	0	20110829	VAIO	CSM	VAIO CTO
54-0587-38	P54058738	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13019.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0587-39	P54058739	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.18	KG	15921.962	CCM	50.3	9.8	32.3	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13488.1		0	0	20110829	VAIO	CSM	VAIO CTO
54-0587-40	P54058740	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	22493.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0587-45	P54058745	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	35047.98		0	0	20110829	VAIO	CSM	VAIO CTO
54-0587-46	P54058746	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	16541.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0592-49	P54059249	VPCS1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.7	3	0.015128	0.488	0.1	0.31	3.5	KG	15128	CCM	48.8	10	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7599.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0592-50	P54059250	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	17669.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0592-51	P54059251	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	16076.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0592-52	P54059252	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.08	KG	14664	CCM	48	9.4	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7599.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0592-53	P54059253	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.08	KG	14664	CCM	48	9.4	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6934.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0592-54	P54059254	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.14	KG	14664	CCM	48	9.4	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7124.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0592-56	P54059256	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12833.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0592-57	P54059257	VPCEA300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.1	3.4	0.015479	0.486	0.098	0.325	3.8	KG	15479.1	CCM	48.6	9.8	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6174.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0592-58	P54059258	VPCEA300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.1	3.4	0.015479	0.486	0.098	0.325	3.8	KG	15479.1	CCM	48.6	9.8	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6174.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0592-59	P54059259	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	19982.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0592-60	P54059260	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	19529.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0592-61	P54059261	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.08	KG	14664	CCM	48	9.4	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6459.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0592-62	P54059262	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	17297.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0592-63	P54059263	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.08	KG	14664	CCM	48	9.4	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7314.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0595-87	P54059587	VPCS1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.7	3	0.015128	0.488	0.1	0.31	3.5	KG	15128	CCM	48.8	10	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11957.65		0	0	20110829	VAIO	CSM	VAIO CTO
54-0595-88	P54059588	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	15238.98		0	0	20110829	VAIO	CSM	VAIO CTO
54-0595-89	P54059589	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	16355.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0595-90	P54059590	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	16634.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0595-91	P54059591	VPCEA300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.1	3.4	0.015479	0.486	0.098	0.325	3.8	KG	15479.1	CCM	48.6	9.8	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7599.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0595-92	P54059592	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	21203.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0595-93	P54059593	VPCS1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.7	3	0.015128	0.488	0.1	0.31	3.5	KG	15128	CCM	48.8	10	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9582.65		0	0	20110829	VAIO	CSM	VAIO CTO
54-0595-94	P54059594	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	17948.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-02	P54059602	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	14507.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-03	P54059603	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.1	KG	16675.1	CCM	50.8	10.1	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9499.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-05	P54059605	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	19622.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-06	P54059606	VPCS1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.7	3	0.015128	0.488	0.1	0.31	3.5	KG	15128	CCM	48.8	10	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8062.65		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-07	P54059607	VPCEA300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.1	3.4	0.015479	0.486	0.098	0.325	3.8	KG	15479.1	CCM	48.6	9.8	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13109.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-08	P54059608	VPCS1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.7	3	0.015128	0.488	0.1	0.31	3.5	KG	15128	CCM	48.8	10	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6934.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-09	P54059609	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	17576.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-10	P54059610	VPCX1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.53	1.83	0.008278	0.399	0.078	0.266	1.73	KG	8278.452	CCM	39.9	7.8	26.6	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13583.1		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-11	P54059611	VPCEA300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.1	3.4	0.015479	0.486	0.098	0.325	3.8	KG	15479.1	CCM	48.6	9.8	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7218.1		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-12	P54059612	VPCEA300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.1	3.4	0.015479	0.486	0.098	0.325	3.85	KG	14664	CCM	48	9.4	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7218.1		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-13	P54059613	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.1	KG	16675.1	CCM	50.8	10.1	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9784.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-14	P54059614	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	16831.14		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-15	P54059615	VPCS1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.7	3	0.015128	0.488	0.1	0.31	3.5	KG	15128	CCM	48.8	10	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12622.65		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-16	P54059616	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.1	KG	16675.1	CCM	50.8	10.1	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8549.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-17	P54059617	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.1	KG	16675.1	CCM	50.8	10.1	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10354.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-18	P54059618	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.1	KG	16675.1	CCM	50.8	10.1	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	5414.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-19	P54059619	VPCEA300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.1	3.4	0.015479	0.486	0.098	0.325	3.8	KG	15479.1	CCM	48.6	9.8	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7504.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-20	P54059620	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	16181.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-21	P54059621	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13112.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-22	P54059622	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	24353.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-23	P54059623	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.1	KG	16675.1	CCM	50.8	10.1	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7314.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-24	P54059624	VPCS1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.7	3	0.015128	0.488	0.1	0.31	3.5	KG	15128	CCM	48.8	10	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10912.65		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-25	P54059625	VPCS1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.7	3	0.015128	0.488	0.1	0.31	3.5	KG	15128	CCM	48.8	10	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11399.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0596-26	P54059626	VPCS1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.7	3	0.015128	0.488	0.1	0.31	3.5	KG	15128	CCM	48.8	10	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7503.1		0	0	20110829	VAIO	CSM	VAIO CTO
54-0601-35	P54060135	VPCEA300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.1	3.4	0.015479	0.486	0.098	0.325	3.84	KG	14664	CCM	48	9.4	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7883.1		0	0	20110829	VAIO	CSM	VAIO CTO
54-0601-36	P54060136	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	17099.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0601-37	P54060137	VPCEA300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.1	3.4	0.015479	0.486	0.098	0.325	3.88	KG	14664	CCM	48	9.4	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9024.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0601-46	P54060146	VPCX1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.53	1.83	0.008278	0.399	0.078	0.266	1.73	KG	8278.452	CCM	39.9	7.8	26.6	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12824.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0601-47	P54060147	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	18401.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0601-48	P54060148	VPCEA300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.1	3.4	0.015479	0.486	0.098	0.325	3.82	KG	14664	CCM	48	9.4	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7029.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0601-49	P54060149	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.1	KG	16675.1	CCM	50.8	10.1	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8739.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0601-50	P54060150	VPCS1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.7	3	0.015128	0.488	0.1	0.31	3.5	KG	15128	CCM	48.8	10	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7884.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0601-51	P54060151	VPCS1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.7	3	0.015128	0.488	0.1	0.31	3.5	KG	15128	CCM	48.8	10	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13096.7		0	0	20110829	VAIO	CSM	VAIO CTO
54-0601-52	P54060152	VPCEA300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.1	3.4	0.015479	0.486	0.098	0.325	3.86	KG	14664	CCM	48	9.4	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7029.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0601-53	P54060153	VPCEB300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.3	3.6	0.016675	0.508	0.101	0.325	4.1	KG	16675.1	CCM	50.8	10.1	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8549.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0601-54	P54060154	VPCZ1300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	1.4	2.7	0.013569	0.364	0.114	0.327	2.8	KG	13569.192	CCM	36.4	11.4	32.7	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	15053.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0601-55	P54060155	VPCEA300C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.1	3.4	0.015479	0.486	0.098	0.325	3.88	KG	14664	CCM	48	9.4	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8928.1		0	0	20110829	VAIO	CSM	VAIO CTO
